Iteration,Total Reward,Actual MIS Size,Generated MIS Size,Line 1 Count,Line 2 Count,Line 3 Count,Line 4 Count,Line 5 Count,Line 6 Count,Line 7 Count,Line 8 Count,Line 9 Count,Line 10 Count,Adjacency Matrix
5853,4,10,4,6,3,3,1,2,0,0,2,2,2,"0,1,1,0,1,1,0,0,0,1;1,0,0,0,0,0,0,0,1,1;1,0,0,1,0,1,1,0,0,0;0,0,1,0,1,0,1,1,0,0;1,0,0,1,0,0,1,0,0,1;1,0,1,0,0,0,1,1,1,0;0,0,1,1,1,1,0,0,0,0;0,0,0,1,0,1,0,0,0,0;0,1,0,0,0,1,0,0,0,0;1,1,0,0,1,0,0,0,0,0"
5854,4,10,4,6,3,3,1,2,0,0,2,2,2,"0,0,0,1,0,1,0,0,0,1;0,0,0,0,0,0,1,1,0,0;0,0,0,0,0,0,0,1,1,0;1,0,0,0,0,1,1,0,1,0;0,0,0,0,0,0,1,0,0,1;1,0,0,1,0,0,1,0,0,1;0,1,0,1,1,1,0,0,0,0;0,1,1,0,0,0,0,0,0,0;0,0,1,1,0,0,0,0,0,1;1,0,0,0,1,1,0,0,1,0"
5855,1,10,4,5,2,3,2,1,0,0,1,1,1,"0,0,0,1,1,1,0,1,1,0;0,0,0,0,0,1,0,1,0,0;0,0,0,0,0,0,1,0,0,0;1,0,0,0,0,0,1,0,1,1;1,0,0,0,0,0,0,0,0,0;1,1,0,0,0,0,0,0,1,0;0,0,1,1,0,0,0,0,0,0;1,1,0,0,0,0,0,0,0,1;1,0,0,1,0,1,0,0,0,1;0,0,0,1,0,0,0,1,1,0"
5856,1,10,5,5,1,4,3,1,0,0,1,1,1,"0,0,1,0,0,0,0,0,0,0;0,0,0,0,0,1,0,1,0,0;1,0,0,0,0,0,0,0,1,1;0,0,0,0,0,1,1,0,0,1;0,0,0,0,0,0,0,0,1,0;0,1,0,1,0,0,1,0,0,0;0,0,0,1,0,1,0,0,1,1;0,1,0,0,0,0,0,0,0,0;0,0,1,0,1,0,1,0,0,1;0,0,1,1,0,0,1,0,1,0"
5857,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,0,0,0,0,0,0;0,0,0,0,1,0,1,0,1,0;0,0,0,0,1,1,0,0,0,0;0,0,0,0,1,0,0,1,0,0;0,1,1,1,0,0,1,0,0,0;0,0,1,0,0,0,0,0,0,0;0,1,0,0,1,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0"
5858,4,10,5,9,3,6,4,2,0,0,2,2,2,"0,1,0,1,0,0,0,1,0,0;1,0,1,0,1,0,1,0,1,0;0,1,0,1,1,1,0,0,1,1;1,0,1,0,0,0,0,1,1,1;0,1,1,0,0,1,1,0,1,0;0,0,1,0,1,0,0,1,0,0;0,1,0,0,1,0,0,0,0,0;1,0,0,1,0,1,0,0,0,1;0,1,1,1,1,0,0,0,0,0;0,0,1,1,0,0,0,1,0,0"
5859,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,1,0,0,0,0,0,0,1,0;1,0,1,1,0,0,0,1,0,0;0,1,0,1,1,0,0,0,0,0;0,1,1,0,0,1,0,0,0,0;0,0,1,0,0,1,1,0,1,0;0,0,0,1,1,0,0,0,0,0;0,0,0,0,1,0,0,0,1,0;0,1,0,0,0,0,0,0,0,0;1,0,0,0,1,0,1,0,0,1;0,0,0,0,0,0,0,0,1,0"
5860,-0.1,10,7,4,1,3,3,0,0,0,0,0,0,"0,1,0,0,0,0,0,1,0,0;1,0,0,0,0,0,1,1,1,0;0,0,0,1,0,0,0,1,0,0;0,0,1,0,1,1,0,0,0,0;0,0,0,1,0,0,0,1,0,0;0,0,0,1,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0;1,1,1,0,1,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0"
5861,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,1,0,1,0,0,0,0,0,0;1,0,0,0,0,1,0,0,1,0;0,0,0,1,1,0,0,0,0,0;1,0,1,0,0,1,1,0,1,0;0,0,1,0,0,1,0,0,0,0;0,1,0,1,1,0,0,0,0,0;0,0,0,1,0,0,0,1,0,0;0,0,0,0,0,0,1,0,1,1;0,1,0,1,0,0,0,1,0,0;0,0,0,0,0,0,0,1,0,0"
5862,4,10,4,6,2,4,2,2,0,0,2,2,2,"0,0,0,1,1,1,0,1,1,1;0,0,0,0,0,0,1,1,0,1;0,0,0,0,0,0,0,1,1,0;1,0,0,0,0,1,0,0,0,0;1,0,0,0,0,0,1,0,0,0;1,0,0,1,0,0,1,0,1,0;0,1,0,0,1,1,0,0,0,0;1,1,1,0,0,0,0,0,1,1;1,0,1,0,0,1,0,1,0,1;1,1,0,0,0,0,0,1,1,0"
5863,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,0,1,1,0,0,0,1,0,0;0,0,1,0,0,0,0,0,0,0;1,1,0,0,1,0,0,1,0,0;1,0,0,0,1,0,0,0,0,1;0,0,1,1,0,0,0,1,0,0;0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,1,0,1;1,0,1,0,1,1,1,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,1,0,0,1,0,0,0"
5864,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,1,0,0,0,0,0,0,0,0;1,0,1,0,1,1,0,0,0,1;0,1,0,0,0,0,0,0,0,1;0,0,0,0,1,0,0,0,0,0;0,1,0,1,0,1,1,1,0,1;0,1,0,0,1,0,1,0,0,1;0,0,0,0,1,1,0,0,0,0;0,0,0,0,1,0,0,0,0,1;0,0,0,0,0,0,0,0,0,0;0,1,1,0,1,1,0,1,0,0"
5865,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,0,1,0,0,0,0,0,1,0;0,0,0,0,0,1,0,0,1,0;1,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,1,0,1;0,0,0,0,0,0,0,1,0,1;0,0,1,1,0,1,1,0,0,0;1,1,0,0,0,0,0,0,0,1;0,0,0,0,0,1,1,0,1,0"
5866,1,10,5,7,2,5,4,1,0,0,1,1,1,"0,1,0,0,1,0,0,1,0,1;1,0,0,0,0,1,1,1,1,0;0,0,0,1,0,0,0,0,1,0;0,0,1,0,1,1,1,0,0,1;1,0,0,1,0,0,0,0,1,0;0,1,0,1,0,0,0,0,0,1;0,1,0,1,0,0,0,0,0,0;1,1,0,0,0,0,0,0,0,0;0,1,1,0,1,0,0,0,0,0;1,0,0,1,0,1,0,0,0,0"
5867,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,0,0,1,0,0,0;0,0,1,1,0,1,1,0,1,0;0,1,0,0,0,1,1,0,1,0;0,1,0,0,0,0,1,0,1,1;0,0,0,0,0,0,0,0,1,0;0,1,1,0,0,0,0,1,1,0;1,1,1,1,0,0,0,0,0,1;0,0,0,0,0,1,0,0,0,0;0,1,1,1,1,1,0,0,0,1;0,0,0,1,0,0,1,0,1,0"
5868,1,10,3,7,3,4,2,2,1,1,1,1,1,"0,1,0,1,1,0,0,0,1,0;1,0,0,0,1,0,0,0,1,0;0,0,0,1,0,0,0,0,0,0;1,0,1,0,1,1,1,0,0,0;1,1,0,1,0,0,0,0,0,1;0,0,0,1,0,0,1,0,1,0;0,0,0,1,0,1,0,0,0,0;0,0,0,0,0,0,0,0,0,0;1,1,0,0,0,1,0,0,0,1;0,0,0,0,1,0,0,0,1,0"
5869,-0.1,10,5,3,1,2,2,0,0,0,0,0,0,"0,1,0,0,1,0,0,1,0,0;1,0,0,0,0,0,0,0,0,1;0,0,0,1,0,1,0,0,0,0;0,0,1,0,0,1,1,1,0,0;1,0,0,0,0,0,1,0,1,0;0,0,1,1,0,0,0,0,0,1;0,0,0,1,1,0,0,0,0,0;1,0,0,1,0,0,0,0,0,0;0,0,0,0,1,0,0,0,0,0;0,1,0,0,0,1,0,0,0,0"
5870,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,1,0,0,0,1,0,1,0,0;1,0,0,0,0,0,0,1,0,0;0,0,0,1,0,0,0,0,1,0;0,0,1,0,1,1,1,0,0,1;0,0,0,1,0,0,1,0,1,0;1,0,0,1,0,0,0,0,1,0;0,0,0,1,1,0,0,0,1,1;1,1,0,0,0,0,0,0,0,0;0,0,1,0,1,1,1,0,0,0;0,0,0,1,0,0,1,0,0,0"
5871,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,1,0,1,0,1,0,0,0,0;1,0,0,0,1,0,0,0,0,0;0,0,0,0,0,1,0,1,0,1;1,0,0,0,0,1,0,1,1,1;0,1,0,0,0,1,0,0,1,0;1,0,1,1,1,0,0,0,0,0;0,0,0,0,0,0,0,0,0,1;0,0,1,1,0,0,0,0,0,0;0,0,0,1,1,0,0,0,0,0;0,0,1,1,0,0,1,0,0,0"
5872,9,10,4,8,4,4,1,3,0,0,3,3,3,"0,1,1,1,0,0,0,0,1,1;1,0,0,1,1,0,1,0,0,0;1,0,0,1,0,0,0,0,1,0;1,1,1,0,0,1,0,0,1,0;0,1,0,0,0,1,0,0,1,0;0,0,0,1,1,0,0,1,0,0;0,1,0,0,0,0,0,1,0,1;0,0,0,0,0,1,1,0,0,1;1,0,1,1,1,0,0,0,0,0;1,0,0,0,0,0,1,1,0,0"
5873,1,10,4,5,2,3,2,1,0,0,1,1,1,"0,1,1,0,0,0,0,1,0,1;1,0,0,0,0,0,0,0,1,0;1,0,0,0,1,0,0,0,0,0;0,0,0,0,0,0,0,0,0,1;0,0,1,0,0,1,1,0,0,0;0,0,0,0,1,0,1,1,0,0;0,0,0,0,1,1,0,0,0,0;1,0,0,0,0,1,0,0,0,0;0,1,0,0,0,0,0,0,0,0;1,0,0,1,0,0,0,0,0,0"
5874,-0.1,10,6,3,1,2,2,0,0,0,0,0,0,"0,0,0,0,0,1,0,0,1,0;0,0,0,0,0,0,1,0,1,0;0,0,0,1,0,1,0,0,0,0;0,0,1,0,0,0,0,0,1,0;0,0,0,0,0,1,0,0,1,0;1,0,1,0,1,0,0,0,0,0;0,1,0,0,0,0,0,0,1,0;0,0,0,0,0,0,0,0,0,0;1,1,0,1,1,0,1,0,0,1;0,0,0,0,0,0,0,0,1,0"
5875,4,10,3,8,4,4,1,3,1,1,2,2,2,"0,1,0,0,0,1,1,1,1,0;1,0,1,1,1,0,1,0,0,1;0,1,0,1,0,0,0,0,0,0;0,1,1,0,1,0,0,1,1,0;0,1,0,1,0,0,0,0,0,0;1,0,0,0,0,0,0,0,1,0;1,1,0,0,0,0,0,0,1,1;1,0,0,1,0,0,0,0,0,1;1,0,0,1,0,1,1,0,0,0;0,1,0,0,0,0,1,1,0,0"
5876,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,0,0,0,0,1,0,0,1,1;0,0,0,1,0,0,0,1,1,1;0,0,0,0,0,0,1,0,0,0;0,1,0,0,0,1,0,1,0,0;0,0,0,0,0,0,0,1,1,1;1,0,0,1,0,0,0,1,0,0;0,0,1,0,0,0,0,0,0,1;0,1,0,1,1,1,0,0,1,0;1,1,0,0,1,0,0,1,0,0;1,1,0,0,1,0,1,0,0,0"
5877,9,10,4,8,4,4,1,3,0,0,3,3,3,"0,1,0,0,0,1,0,0,0,0;1,0,0,0,1,0,1,0,1,1;0,0,0,1,1,0,1,0,0,0;0,0,1,0,1,0,1,0,0,1;0,1,1,1,0,0,0,1,1,0;1,0,0,0,0,0,0,0,1,0;0,1,1,1,0,0,0,0,0,1;0,0,0,0,1,0,0,0,1,1;0,1,0,0,1,1,0,1,0,0;0,1,0,1,0,0,1,1,0,0"
5878,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,0,0,1,1,0,0,0,0,0;0,0,0,1,1,1,1,1,1,0;0,0,0,0,1,0,0,0,1,0;1,1,0,0,0,0,1,1,0,0;1,1,1,0,0,1,0,0,0,0;0,1,0,0,1,0,0,0,1,0;0,1,0,1,0,0,0,1,0,1;0,1,0,1,0,0,1,0,0,0;0,1,1,0,0,1,0,0,0,0;0,0,0,0,0,0,1,0,0,0"
5879,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,0,0,0,0,0,1,1,0,0;0,0,1,0,1,1,1,0,0,0;0,1,0,0,0,0,1,1,0,1;0,0,0,0,0,1,0,0,0,0;0,1,0,0,0,0,0,0,0,1;0,1,0,1,0,0,1,1,1,0;1,1,1,0,0,1,0,1,1,0;1,0,1,0,0,1,1,0,1,0;0,0,0,0,0,1,1,1,0,0;0,0,1,0,1,0,0,0,0,0"
5880,9,10,4,9,4,5,2,3,0,0,3,3,3,"0,0,1,0,1,1,0,0,1,0;0,0,1,1,1,0,0,0,1,0;1,1,0,0,1,1,0,0,0,0;0,1,0,0,0,1,0,1,0,0;1,1,1,0,0,0,0,0,0,0;1,0,1,1,0,0,0,0,0,1;0,0,0,0,0,0,0,0,1,1;0,0,0,1,0,0,0,0,1,1;1,1,0,0,0,0,1,1,0,0;0,0,0,0,0,1,1,1,0,0"
5881,4,10,1,9,4,5,2,3,1,1,2,2,2,"0,0,0,0,1,0,1,1,1,0;0,0,1,0,1,0,0,0,0,0;0,1,0,0,0,0,0,0,0,1;0,0,0,0,1,0,0,1,0,1;1,1,0,1,0,0,1,1,0,0;0,0,0,0,0,0,0,0,0,0;1,0,0,0,1,0,0,1,0,1;1,0,0,1,1,0,1,0,0,0;1,0,0,0,0,0,0,0,0,1;0,0,1,1,0,0,1,0,1,0"
5882,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,0,0,1,1,0,0;0,0,1,0,1,0,0,0,0,0;0,1,0,0,0,1,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,1;0,0,1,0,0,0,0,0,0,0;1,0,0,0,0,0,0,1,0,0;1,0,0,0,0,0,1,0,1,0;0,0,0,0,0,0,0,1,0,0;0,0,0,0,1,0,0,0,0,0"
5883,1,10,5,4,1,3,2,1,0,0,1,1,1,"0,1,0,0,0,0,0,0,0,0;1,0,0,0,1,1,1,1,0,0;0,0,0,0,0,0,0,1,0,1;0,0,0,0,0,0,0,1,1,0;0,1,0,0,0,0,1,0,0,1;0,1,0,0,0,0,1,0,0,1;0,1,0,0,1,1,0,0,0,1;0,1,1,1,0,0,0,0,0,1;0,0,0,1,0,0,0,0,0,0;0,0,1,0,1,1,1,1,0,0"
5884,1,10,4,5,2,3,2,1,0,0,1,1,1,"0,0,1,1,0,0,1,0,0,0;0,0,1,0,0,0,1,0,0,1;1,1,0,1,0,1,0,0,0,0;1,0,1,0,0,0,0,0,1,0;0,0,0,0,0,0,0,0,1,0;0,0,1,0,0,0,0,1,1,0;1,1,0,0,0,0,0,1,0,0;0,0,0,0,0,1,1,0,0,0;0,0,0,1,1,1,0,0,0,0;0,1,0,0,0,0,0,0,0,0"
5885,-0.1,10,6,2,1,1,1,0,0,0,0,0,0,"0,1,0,0,0,0,0,0,0,0;1,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,1,0,0,0,0,0;0,0,0,1,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,0,1,0,0;0,1,0,0,1,0,1,0,0,0;0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,1,0,0,1,0"
5886,4,10,4,8,3,5,3,2,0,0,2,2,2,"0,0,0,0,0,0,1,0,0,1;0,0,1,1,0,0,0,1,1,1;0,1,0,0,1,0,0,1,0,0;0,1,0,0,0,1,0,0,0,0;0,0,1,0,0,0,1,0,0,0;0,0,0,1,0,0,1,0,0,0;1,0,0,0,1,1,0,1,1,0;0,1,1,0,0,0,1,0,1,0;0,1,0,0,0,0,1,1,0,0;1,1,0,0,0,0,0,0,0,0"
5887,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,0,0,0,1,1,0,0,0,1;0,0,0,1,1,0,1,1,0,1;0,0,0,1,1,1,1,0,1,0;0,1,1,0,0,0,0,0,0,1;1,1,1,0,0,1,1,0,0,0;1,0,1,0,1,0,0,1,0,0;0,1,1,0,1,0,0,0,0,0;0,1,0,0,0,1,0,0,1,0;0,0,1,0,0,0,0,1,0,0;1,1,0,1,0,0,0,0,0,0"
5888,1,10,5,5,1,4,3,1,0,0,1,1,1,"0,0,0,0,0,0,0,1,1,1;0,0,1,0,0,1,0,1,0,0;0,1,0,1,0,0,1,1,0,0;0,0,1,0,1,0,0,0,0,0;0,0,0,1,0,0,0,1,1,0;0,1,0,0,0,0,1,1,0,0;0,0,1,0,0,1,0,1,0,0;1,1,1,0,1,1,1,0,0,0;1,0,0,0,1,0,0,0,0,0;1,0,0,0,0,0,0,0,0,0"
5889,1,10,5,5,1,4,3,1,0,0,1,1,1,"0,0,1,1,0,1,0,0,0,0;0,0,0,0,0,0,1,0,1,0;1,0,0,1,0,1,1,1,1,0;1,0,1,0,0,1,1,1,1,0;0,0,0,0,0,0,1,0,0,0;1,0,1,1,0,0,0,0,0,1;0,1,1,1,1,0,0,1,0,0;0,0,1,1,0,0,1,0,0,0;0,1,1,1,0,0,0,0,0,0;0,0,0,0,0,1,0,0,0,0"
5890,-0.1,10,6,3,1,2,2,0,0,0,0,0,0,"0,0,0,0,0,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0;0,0,0,0,0,0,0,1,0,0;0,1,0,0,1,1,1,0,1,0;0,0,0,1,0,0,1,0,0,1;0,0,0,1,0,0,0,0,0,0;0,0,0,1,1,0,0,0,0,0;0,0,1,0,0,0,0,0,1,1;0,0,0,1,0,0,0,1,0,0;0,0,0,0,1,0,0,1,0,0"
5891,-0.1,10,5,5,1,4,4,0,0,0,0,0,0,"0,1,1,0,0,0,0,0,0,1;1,0,0,1,1,0,1,0,1,0;1,0,0,0,0,1,0,0,0,0;0,1,0,0,1,0,1,0,0,1;0,1,0,1,0,0,1,0,0,0;0,0,1,0,0,0,1,0,0,1;0,1,0,1,1,1,0,0,0,1;0,0,0,0,0,0,0,0,0,1;0,1,0,0,0,0,0,0,0,1;1,0,0,1,0,1,1,1,1,0"
5892,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,0,1,0,0,0,1,0,1,0;0,0,0,1,1,0,1,0,0,1;1,0,0,0,0,1,0,1,0,0;0,1,0,0,0,1,0,0,0,0;0,1,0,0,0,0,0,0,1,0;0,0,1,1,0,0,0,1,0,1;1,1,0,0,0,0,0,0,1,0;0,0,1,0,0,1,0,0,0,0;1,0,0,0,1,0,1,0,0,0;0,1,0,0,0,1,0,0,0,0"
5893,4,10,1,9,4,5,2,3,1,1,2,2,2,"0,1,0,0,0,1,0,1,1,1;1,0,0,0,0,0,1,1,1,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,1,1,0,1,1;0,0,0,0,0,0,0,1,1,0;1,0,0,1,0,0,0,1,0,0;0,1,0,1,0,0,0,1,0,0;1,1,0,0,1,1,1,0,0,1;1,1,0,1,1,0,0,0,0,0;1,0,0,1,0,0,0,1,0,0"
5894,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,1,1,0,1,0,1;0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,1;1,0,0,0,0,0,0,0,0,0;1,0,0,0,0,0,1,1,1,1;0,0,0,0,0,1,0,0,0,1;1,1,1,0,0,1,0,0,0,1;0,0,0,0,0,1,0,0,0,0;1,0,0,1,0,1,1,1,0,0"
5895,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,1,0,0,0,0,0,0,0,0;1,0,0,0,0,0,0,0,1,0;0,0,0,0,0,0,0,0,0,1;0,0,0,0,1,0,0,0,1,1;0,0,0,1,0,0,1,0,1,0;0,0,0,0,0,0,1,0,0,0;0,0,0,0,1,1,0,0,1,1;0,0,0,0,0,0,0,0,0,0;0,1,0,1,1,0,1,0,0,0;0,0,1,1,0,0,1,0,0,0"
5896,1,10,3,5,3,2,0,2,1,1,1,1,1,"0,1,1,0,0,0,0,0,0,1;1,0,0,0,0,0,1,0,0,0;1,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,1,0,0,1,0;0,0,0,0,1,0,0,1,0,0;0,1,0,0,0,0,0,0,0,1;0,0,0,0,0,1,0,0,1,0;0,0,0,0,1,0,0,1,0,0;1,0,1,0,0,0,1,0,0,0"
5897,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,1,0,0,0,0,0,0,0,0;1,0,0,1,0,1,0,0,0,1;0,0,0,1,0,0,1,0,0,0;0,1,1,0,0,0,0,0,1,1;0,0,0,0,0,0,1,0,1,0;0,1,0,0,0,0,0,0,1,0;0,0,1,0,1,0,0,1,0,1;0,0,0,0,0,0,1,0,0,1;0,0,0,1,1,1,0,0,0,0;0,1,0,1,0,0,1,1,0,0"
5898,-0.1,10,5,5,1,4,4,0,0,0,0,0,0,"0,0,0,0,1,0,1,0,1,0;0,0,0,0,0,1,0,0,0,0;0,0,0,1,0,0,0,0,1,1;0,0,1,0,1,0,0,0,0,0;1,0,0,1,0,1,0,1,0,0;0,1,0,0,1,0,1,1,0,1;1,0,0,0,0,1,0,0,1,1;0,0,0,0,1,1,0,0,0,0;1,0,1,0,0,0,1,0,0,0;0,0,1,0,0,1,1,0,0,0"
5899,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,0,0,1,1,1,0,0,0,1;0,0,0,0,1,0,1,1,0,0;0,0,0,0,0,0,1,0,1,1;1,0,0,0,0,0,1,0,0,0;1,1,0,0,0,0,0,0,0,1;1,0,0,0,0,0,0,0,0,0;0,1,1,1,0,0,0,0,1,0;0,1,0,0,0,0,0,0,1,1;0,0,1,0,0,0,1,1,0,0;1,0,1,0,1,0,0,1,0,0"
5900,1,10,3,7,3,4,2,2,1,1,1,1,1,"0,1,1,0,0,0,1,1,0,0;1,0,0,1,0,0,0,0,1,1;1,0,0,0,0,0,1,0,0,1;0,1,0,0,0,0,1,0,0,1;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,1,0,0;1,0,1,1,0,0,0,1,0,0;1,0,0,0,0,1,1,0,0,0;0,1,0,0,0,0,0,0,0,0;0,1,1,1,0,0,0,0,0,0"
5901,1,10,4,5,2,3,2,1,0,0,1,1,1,"0,0,1,1,0,1,0,0,0,0;0,0,1,0,1,0,0,1,0,0;1,1,0,1,0,0,1,0,0,0;1,0,1,0,1,1,0,0,0,0;0,1,0,1,0,0,0,0,1,0;1,0,0,1,0,0,1,1,0,0;0,0,1,0,0,1,0,0,0,0;0,1,0,0,0,1,0,0,0,1;0,0,0,0,1,0,0,0,0,1;0,0,0,0,0,0,0,1,1,0"
5902,1,10,5,6,2,4,2,2,1,1,1,1,1,"0,0,0,0,0,0,0,0,0,0;0,0,1,1,0,0,1,1,0,0;0,1,0,0,0,0,0,1,0,0;0,1,0,0,0,1,1,0,0,0;0,0,0,0,0,1,0,0,0,1;0,0,0,1,1,0,1,0,1,0;0,1,0,1,0,1,0,0,0,0;0,1,1,0,0,0,0,0,0,0;0,0,0,0,0,1,0,0,0,0;0,0,0,0,1,0,0,0,0,0"
5903,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,0,1,1,1,0,0,0,1,0;0,0,0,0,0,1,0,1,0,0;1,0,0,0,1,1,1,0,1,0;1,0,0,0,0,0,0,0,0,0;1,0,1,0,0,0,0,1,0,1;0,1,1,0,0,0,0,1,0,0;0,0,1,0,0,0,0,1,0,1;0,1,0,0,1,1,1,0,1,0;1,0,1,0,0,0,0,1,0,0;0,0,0,0,1,0,1,0,0,0"
5904,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,0,0,0,0,0,0,0,0,1;0,0,0,1,1,0,0,0,1,0;0,0,0,1,0,1,0,0,0,0;0,1,1,0,0,0,0,1,0,1;0,1,0,0,0,0,1,0,0,0;0,0,1,0,0,0,0,1,1,1;0,0,0,0,1,0,0,0,0,0;0,0,0,1,0,1,0,0,1,0;0,1,0,0,0,1,0,1,0,0;1,0,0,1,0,1,0,0,0,0"
5905,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,1,0,0,0,1,0,1,0,0;1,0,0,0,0,0,1,0,0,1;0,0,0,0,1,0,0,0,1,0;0,0,0,0,1,1,0,0,0,1;0,0,1,1,0,0,1,0,0,0;1,0,0,1,0,0,1,0,0,1;0,1,0,0,1,1,0,0,0,0;1,0,0,0,0,0,0,0,0,0;0,0,1,0,0,0,0,0,0,0;0,1,0,1,0,1,0,0,0,0"
5906,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,0,1,1,1,1,0,0,0,0;0,0,0,1,0,1,1,1,0,0;1,0,0,0,1,0,1,0,0,1;1,1,0,0,0,0,0,0,0,1;1,0,1,0,0,1,0,1,1,0;1,1,0,0,1,0,0,1,0,1;0,1,1,0,0,0,0,0,0,0;0,1,0,0,1,1,0,0,0,1;0,0,0,0,1,0,0,0,0,0;0,0,1,1,0,1,0,1,0,0"
5907,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,0,1,0,1,0,0,0,0,1;0,0,0,0,1,0,0,0,0,0;1,0,0,1,1,0,1,0,1,1;0,0,1,0,0,1,1,0,0,0;1,1,1,0,0,0,1,1,0,0;0,0,0,1,0,0,1,0,1,0;0,0,1,1,1,1,0,1,0,0;0,0,0,0,1,0,1,0,0,1;0,0,1,0,0,1,0,0,0,1;1,0,1,0,0,0,0,1,1,0"
5908,-0.1,10,5,5,1,4,4,0,0,0,0,0,0,"0,0,0,0,0,1,0,1,1,0;0,0,0,1,0,0,0,0,0,0;0,0,0,0,1,0,1,0,0,0;0,1,0,0,1,0,1,0,0,0;0,0,1,1,0,1,0,0,0,0;1,0,0,0,1,0,1,0,0,1;0,0,1,1,0,1,0,1,0,0;1,0,0,0,0,0,1,0,1,0;1,0,0,0,0,0,0,1,0,0;0,0,0,0,0,1,0,0,0,0"
5909,4,10,4,6,3,3,1,2,0,0,2,2,2,"0,0,1,1,0,1,0,0,0,1;0,0,0,0,1,1,1,1,0,1;1,0,0,0,0,0,0,0,1,0;1,0,0,0,1,0,0,1,0,0;0,1,0,1,0,0,0,0,0,1;1,1,0,0,0,0,1,0,0,1;0,1,0,0,0,1,0,1,0,0;0,1,0,1,0,0,1,0,1,0;0,0,1,0,0,0,0,1,0,0;1,1,0,0,1,1,0,0,0,0"
5910,1,10,2,7,3,4,2,2,1,1,1,1,1,"0,1,0,1,1,1,0,0,1,1;1,0,0,0,0,0,1,0,0,0;0,0,0,0,0,0,0,0,0,0;1,0,0,0,0,1,0,0,1,0;1,0,0,0,0,0,0,0,0,1;1,0,0,1,0,0,1,0,0,1;0,1,0,0,0,1,0,0,0,1;0,0,0,0,0,0,0,0,1,0;1,0,0,1,0,0,0,1,0,0;1,0,0,0,1,1,1,0,0,0"
5911,1,10,4,5,2,3,2,1,0,0,1,1,1,"0,0,0,0,0,0,0,1,1,1;0,0,0,0,0,1,0,0,0,0;0,0,0,0,0,0,1,0,0,1;0,0,0,0,1,0,1,0,0,1;0,0,0,1,0,0,1,0,1,1;0,1,0,0,0,0,1,0,0,0;0,0,1,1,1,1,0,1,0,1;1,0,0,0,0,0,1,0,0,0;1,0,0,0,1,0,0,0,0,0;1,0,1,1,1,0,1,0,0,0"
