Iteration,Total Reward,Actual MIS Size,Generated MIS Size,Line 1 Count,Line 2 Count,Line 3 Count,Line 4 Count,Line 5 Count,Line 6 Count,Line 7 Count,Line 8 Count,Line 9 Count,Line 10 Count,Adjacency Matrix
5794,1,10,5,5,1,4,3,1,0,0,1,1,1,"0,0,1,0,0,0,0,1,1,0;0,0,0,0,1,0,0,0,0,0;1,0,0,1,0,0,1,1,0,1;0,0,1,0,0,1,0,1,1,1;0,1,0,0,0,1,1,1,0,1;0,0,0,1,1,0,0,0,0,0;0,0,1,0,1,0,0,1,0,1;1,0,1,1,1,0,1,0,0,0;1,0,0,1,0,0,0,0,0,0;0,0,1,1,1,0,1,0,0,0"
5795,4,10,4,6,2,4,2,2,0,0,2,2,2,"0,1,0,0,0,0,0,0,0,0;1,0,0,0,0,0,0,1,0,1;0,0,0,0,0,0,1,1,0,1;0,0,0,0,1,1,1,1,1,0;0,0,0,1,0,1,1,1,0,0;0,0,0,1,1,0,1,1,0,0;0,0,1,1,1,1,0,1,1,0;0,1,1,1,1,1,1,0,0,1;0,0,0,1,0,0,1,0,0,0;0,1,1,0,0,0,0,1,0,0"
5796,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,1,0,0,0,1,0,0,0,0;1,0,1,1,1,0,1,0,0,1;0,1,0,0,0,0,1,0,0,1;0,1,0,0,0,1,0,0,0,1;0,1,0,0,0,0,1,1,1,1;1,0,0,1,0,0,0,1,0,0;0,1,1,0,1,0,0,1,1,1;0,0,0,0,1,1,1,0,1,0;0,0,0,0,1,0,1,1,0,1;0,1,1,1,1,0,1,0,1,0"
5797,1,10,5,5,1,4,3,1,0,0,1,1,1,"0,0,0,0,0,0,1,1,0,0;0,0,1,0,0,0,0,0,0,1;0,1,0,0,0,1,1,0,0,1;0,0,0,0,1,1,0,0,0,0;0,0,0,1,0,0,0,0,1,1;0,0,1,1,0,0,0,1,0,1;1,0,1,0,0,0,0,0,0,1;1,0,0,0,0,1,0,0,0,0;0,0,0,0,1,0,0,0,0,0;0,1,1,0,1,1,1,0,0,0"
5798,-0.1,10,5,3,1,2,2,0,0,0,0,0,0,"0,0,1,0,0,0,0,0,0,0;0,0,0,1,1,0,0,0,0,0;1,0,0,1,0,1,0,1,0,1;0,1,1,0,0,0,0,0,0,0;0,1,0,0,0,1,1,0,0,0;0,0,1,0,1,0,0,1,0,0;0,0,0,0,1,0,0,0,0,0;0,0,1,0,0,1,0,0,0,0;0,0,0,0,0,0,0,0,0,1;0,0,1,0,0,0,0,0,1,0"
5799,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,0,0,0,0,1,0,0,1,1;0,0,0,0,0,1,0,1,1,0;0,0,0,1,0,1,0,1,0,0;0,0,1,0,0,1,0,0,0,0;0,0,0,0,0,0,0,0,0,1;1,1,1,1,0,0,1,0,1,0;0,0,0,0,0,1,0,1,0,1;0,1,1,0,0,0,1,0,0,0;1,1,0,0,0,1,0,0,0,0;1,0,0,0,1,0,1,0,0,0"
5800,9,10,4,8,4,4,1,3,0,0,3,3,3,"0,0,0,1,0,1,0,0,1,1;0,0,0,1,1,0,0,0,0,1;0,0,0,0,0,0,1,1,1,0;1,1,0,0,0,1,0,1,1,1;0,1,0,0,0,1,0,0,0,1;1,0,0,1,1,0,0,1,0,0;0,0,1,0,0,0,0,0,1,1;0,0,1,1,0,1,0,0,0,1;1,0,1,1,0,0,1,0,0,1;1,1,0,1,1,0,1,1,1,0"
5801,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,0,0,1,0,0,0;0,0,0,1,0,1,0,0,1,1;0,0,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,1,0,1;0,0,0,0,0,0,1,0,0,1;0,1,0,0,0,0,0,0,0,1;1,0,0,0,1,0,0,0,0,0;0,0,0,1,0,0,0,0,0,1;0,1,0,0,0,0,0,0,0,0;0,1,0,1,1,1,0,1,0,0"
5802,9,10,4,7,4,3,0,3,0,0,3,3,3,"0,0,0,0,0,0,0,1,0,1;0,0,1,1,1,0,0,1,0,0;0,1,0,1,1,1,1,1,0,1;0,1,1,0,1,0,1,1,1,1;0,1,1,1,0,1,0,0,0,0;0,0,1,0,1,0,0,0,1,1;0,0,1,1,0,0,0,0,1,1;1,1,1,1,0,0,0,0,0,1;0,0,0,1,0,1,1,0,0,0;1,0,1,1,0,1,1,1,0,0"
5803,4,10,1,8,4,4,1,3,1,1,2,2,2,"0,1,0,0,0,0,0,1,0,0;1,0,0,0,0,1,0,1,0,0;0,0,0,1,1,0,0,1,1,0;0,0,1,0,1,0,0,0,0,0;0,0,1,1,0,0,0,1,1,0;0,1,0,0,0,0,1,0,1,0;0,0,0,0,0,1,0,0,1,0;1,1,1,0,1,0,0,0,1,0;0,0,1,0,1,1,1,1,0,0;0,0,0,0,0,0,0,0,0,0"
5804,-0.1,10,5,5,1,4,4,0,0,0,0,0,0,"0,0,0,0,1,0,0,0,0,0;0,0,1,1,0,0,1,1,0,1;0,1,0,1,0,1,1,0,0,0;0,1,1,0,1,0,0,1,0,0;1,0,0,1,0,1,0,0,0,1;0,0,1,0,1,0,1,0,0,0;0,1,1,0,0,1,0,0,0,0;0,1,0,1,0,0,0,0,1,0;0,0,0,0,0,0,0,1,0,0;0,1,0,0,1,0,0,0,0,0"
5805,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,1,0,0,0,0,0,0,0;0,0,0,1,1,0,0,0,0,1;1,0,0,0,1,1,1,1,0,1;0,1,0,0,0,0,0,0,0,0;0,1,1,0,0,0,1,0,0,0;0,0,1,0,0,0,0,1,0,0;0,0,1,0,1,0,0,1,0,1;0,0,1,0,0,1,1,0,0,1;0,0,0,0,0,0,0,0,0,1;0,1,1,0,0,0,1,1,1,0"
5806,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,1,1,0,0,0,1,1,1,0;1,0,0,0,0,0,0,0,0,0;1,0,0,1,0,0,1,0,1,1;0,0,1,0,0,0,1,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,1;1,0,1,1,0,0,0,0,0,0;1,0,0,0,0,0,0,0,1,0;1,0,1,0,0,0,0,1,0,0;0,0,1,0,0,1,0,0,0,0"
5807,4,10,5,8,3,5,3,2,0,0,2,2,2,"0,0,0,1,0,0,1,0,0,0;0,0,0,0,1,0,0,1,0,1;0,0,0,0,0,1,0,1,1,0;1,0,0,0,1,0,0,0,1,1;0,1,0,1,0,0,1,0,0,0;0,0,1,0,0,0,0,0,1,0;1,0,0,0,1,0,0,0,1,1;0,1,1,0,0,0,0,0,1,0;0,0,1,1,0,1,1,1,0,0;0,1,0,1,0,0,1,0,0,0"
5808,1,10,4,4,2,2,1,1,0,0,1,1,1,"0,1,1,0,0,0,0,1,0,0;1,0,0,0,0,0,1,0,1,0;1,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,1,1;0,0,0,0,0,1,0,1,0,0;0,0,0,0,1,0,1,1,0,0;0,1,0,0,0,1,0,0,0,1;1,0,0,0,1,1,0,0,0,0;0,1,0,1,0,0,0,0,0,0;0,0,0,1,0,0,1,0,0,0"
5809,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,0,0,0,1,0,0,0,0,0;0,0,0,0,0,0,0,1,0,0;0,0,0,1,0,0,0,0,0,1;0,0,1,0,0,0,1,1,0,1;1,0,0,0,0,0,0,1,1,1;0,0,0,0,0,0,0,1,1,1;0,0,0,1,0,0,0,0,1,0;0,1,0,1,1,1,0,0,0,0;0,0,0,0,1,1,1,0,0,1;0,0,1,1,1,1,0,0,1,0"
5810,-0.1,10,5,3,1,2,2,0,0,0,0,0,0,"0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,1,0;0,0,0,0,0,0,0,1,0,1;0,0,0,0,1,1,0,0,1,1;0,0,0,1,0,1,0,0,1,0;0,0,0,1,1,0,1,0,0,0;0,0,0,0,0,1,0,0,1,0;0,0,1,0,0,0,0,0,0,0;0,1,0,1,1,0,1,0,0,0;0,0,1,1,0,0,0,0,0,0"
5811,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,0,1,1,0,0,0,0,0;0,0,0,1,0,0,1,1,1,0;0,0,0,0,0,0,0,0,0,0;1,1,0,0,1,0,0,0,0,1;1,0,0,1,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,1;0,1,0,0,0,0,0,1,0,0;0,1,0,0,1,0,1,0,0,1;0,1,0,0,0,0,0,0,0,0;0,0,0,1,0,1,0,1,0,0"
5812,1,10,2,5,3,2,0,2,1,1,1,1,1,"0,0,0,1,0,0,0,1,0,0;0,0,0,0,1,1,0,0,0,0;0,0,0,0,0,1,0,0,1,0;1,0,0,0,1,0,0,0,0,0;0,1,0,1,0,0,0,1,0,0;0,1,1,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;1,0,0,0,1,0,0,0,1,0;0,0,1,0,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,0"
5813,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,0,0,0,0,0,0,0,0,1;0,0,0,0,1,1,1,0,0,0;0,0,0,1,1,0,0,1,0,0;0,0,1,0,0,0,0,0,1,1;0,1,1,0,0,0,1,0,0,1;0,1,0,0,0,0,0,1,1,1;0,1,0,0,1,0,0,0,0,0;0,0,1,0,0,1,0,0,1,1;0,0,0,1,0,1,0,1,0,1;1,0,0,1,1,1,0,1,1,0"
5814,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,0,0,0,0,0,1,0,0,0;0,0,1,1,1,0,0,0,0,1;0,1,0,0,0,0,1,1,0,0;0,1,0,0,0,1,1,1,1,0;0,1,0,0,0,1,0,1,0,1;0,0,0,1,1,0,1,1,1,0;1,0,1,1,0,1,0,1,0,0;0,0,1,1,1,1,1,0,1,1;0,0,0,1,0,1,0,1,0,0;0,1,0,0,1,0,0,1,0,0"
5815,-0.1,10,5,3,1,2,2,0,0,0,0,0,0,"0,0,0,0,0,0,1,0,0,0;0,0,1,0,0,1,0,1,0,0;0,1,0,0,0,0,0,0,0,1;0,0,0,0,0,1,0,0,1,0;0,0,0,0,0,0,0,0,0,0;0,1,0,1,0,0,1,0,0,1;1,0,0,0,0,1,0,0,1,1;0,1,0,0,0,0,0,0,0,0;0,0,0,1,0,0,1,0,0,0;0,0,1,0,0,1,1,0,0,0"
5816,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,0,1,0,0,0,0,1,0,0;0,0,1,0,1,0,0,0,0,0;1,1,0,0,0,0,0,0,1,0;0,0,0,0,0,1,0,0,0,1;0,1,0,0,0,1,0,0,0,0;0,0,0,1,1,0,1,1,1,0;0,0,0,0,0,1,0,1,1,0;1,0,0,0,0,1,1,0,1,0;0,0,1,0,0,1,1,1,0,1;0,0,0,1,0,0,0,0,1,0"
5817,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,1,0,0,0,0,0,0,0;0,0,0,0,0,1,0,1,0,0;1,0,0,0,1,1,1,1,0,0;0,0,0,0,0,0,1,1,0,0;0,0,1,0,0,0,0,1,0,0;0,1,1,0,0,0,0,0,1,1;0,0,1,1,0,0,0,1,1,0;0,1,1,1,1,0,1,0,0,1;0,0,0,0,0,1,1,0,0,1;0,0,0,0,0,1,0,1,1,0"
5818,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,0,0,0,1,1,1,1,0,1;0,0,1,0,0,0,0,0,0,1;0,1,0,0,0,0,1,0,1,0;0,0,0,0,0,0,1,1,0,0;1,0,0,0,0,1,0,0,1,1;1,0,0,0,1,0,1,1,0,0;1,0,1,1,0,1,0,0,1,0;1,0,0,1,0,1,0,0,1,0;0,0,1,0,1,0,1,1,0,0;1,1,0,0,1,0,0,0,0,0"
5819,-0.1,10,6,2,1,1,1,0,0,0,0,0,0,"0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0;0,0,1,0,0,0,1,0,0,0;0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,1,0,0,1;0,0,0,1,0,1,0,0,0,0;0,0,0,0,0,0,0,0,1,1;0,0,0,0,0,0,0,1,0,0;1,0,0,0,1,1,0,1,0,0"
5820,-0.1,10,5,5,1,4,4,0,0,0,0,0,0,"0,0,0,0,0,0,0,0,1,0;0,0,0,0,0,1,0,1,0,0;0,0,0,1,0,0,0,0,0,0;0,0,1,0,0,0,0,1,0,0;0,0,0,0,0,0,1,0,0,1;0,1,0,0,0,0,0,0,1,0;0,0,0,0,1,0,0,1,0,1;0,1,0,1,0,0,1,0,1,0;1,0,0,0,0,1,0,1,0,0;0,0,0,0,1,0,1,0,0,0"
5821,4,10,3,8,3,5,2,3,1,1,2,2,2,"0,0,1,0,0,0,0,0,0,0;0,0,1,0,1,0,1,1,0,0;1,1,0,0,0,1,0,1,0,0;0,0,0,0,0,0,1,0,1,1;0,1,0,0,0,0,1,0,0,0;0,0,1,0,0,0,1,0,1,1;0,1,0,1,1,1,0,1,0,0;0,1,1,0,0,0,1,0,0,0;0,0,0,1,0,1,0,0,0,1;0,0,0,1,0,1,0,0,1,0"
5822,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,0,0,0,0,1,0,0,0,1;0,0,1,1,1,0,0,1,0,1;0,1,0,0,0,0,0,0,1,0;0,1,0,0,0,0,1,0,0,1;0,1,0,0,0,0,0,1,0,1;1,0,0,0,0,0,0,1,0,1;0,0,0,1,0,0,0,0,0,0;0,1,0,0,1,1,0,0,0,0;0,0,1,0,0,0,0,0,0,1;1,1,0,1,1,1,0,0,1,0"
5823,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,1,0,0,0,0,0,0,1,0;1,0,0,0,1,0,1,1,1,0;0,0,0,0,0,1,0,0,1,0;0,0,0,0,1,1,0,0,0,0;0,1,0,1,0,0,0,0,1,0;0,0,1,1,0,0,1,0,0,1;0,1,0,0,0,1,0,1,1,0;0,1,0,0,0,0,1,0,0,0;1,1,1,0,1,0,1,0,0,1;0,0,0,0,0,1,0,0,1,0"
5824,-0.1,10,6,3,1,2,2,0,0,0,0,0,0,"0,1,0,0,0,0,0,0,1,1;1,0,1,0,0,0,0,0,1,0;0,1,0,0,0,0,1,0,0,1;0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,0,0,0,1;0,0,1,0,0,0,0,0,0,1;0,0,0,0,0,0,0,0,0,1;1,1,0,0,0,0,0,0,0,1;1,0,1,1,1,1,1,1,1,0"
5825,1,10,6,5,2,3,2,1,0,0,1,1,1,"0,0,0,0,0,0,1,1,0,0;0,0,0,1,0,0,1,0,0,0;0,0,0,1,0,0,1,0,0,0;0,1,1,0,0,1,0,0,0,0;0,0,0,0,0,0,0,1,0,1;0,0,0,1,0,0,1,1,0,0;1,1,1,0,0,1,0,0,0,0;1,0,0,0,1,1,0,0,1,0;0,0,0,0,0,0,0,1,0,1;0,0,0,0,1,0,0,0,1,0"
5826,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,0,0,1,1,0,0,0,0,1;0,0,0,1,0,0,0,0,1,1;0,0,0,1,0,0,1,1,0,0;1,1,1,0,0,1,0,0,0,1;1,0,0,0,0,0,0,0,0,1;0,0,0,1,0,0,1,0,1,1;0,0,1,0,0,1,0,0,0,0;0,0,1,0,0,0,0,0,1,0;0,1,0,0,0,1,0,1,0,0;1,1,0,1,1,1,0,0,0,0"
5827,1,10,4,7,2,5,4,1,0,0,1,1,1,"0,1,0,0,1,0,0,0,0,0;1,0,0,1,0,0,0,1,1,0;0,0,0,1,0,1,1,0,0,1;0,1,1,0,1,0,1,0,0,0;1,0,0,1,0,0,0,0,0,1;0,0,1,0,0,0,0,1,1,0;0,0,1,1,0,0,0,0,0,0;0,1,0,0,0,1,0,0,0,0;0,1,0,0,0,1,0,0,0,1;0,0,1,0,1,0,0,0,1,0"
5828,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,1,1,0,0,0,0,0,0,1;1,0,0,1,0,0,0,1,0,0;1,0,0,1,0,1,0,1,0,0;0,1,1,0,1,1,0,0,1,1;0,0,0,1,0,1,0,0,0,1;0,0,1,1,1,0,0,1,0,1;0,0,0,0,0,0,0,1,0,0;0,1,1,0,0,1,1,0,1,0;0,0,0,1,0,0,0,1,0,1;1,0,0,1,1,1,0,0,1,0"
5829,1,10,2,7,3,4,2,2,1,1,1,1,1,"0,0,1,0,1,0,1,0,1,0;0,0,1,1,0,0,0,0,1,1;1,1,0,0,0,0,1,0,0,0;0,1,0,0,0,0,1,0,0,0;1,0,0,0,0,0,1,1,0,0;0,0,0,0,0,0,0,0,0,0;1,0,1,1,1,0,0,0,0,1;0,0,0,0,1,0,0,0,0,0;1,1,0,0,0,0,0,0,0,0;0,1,0,0,0,0,1,0,0,0"
5830,1,10,2,7,3,4,2,2,1,1,1,1,1,"0,0,0,1,0,1,0,0,0,0;0,0,0,0,0,0,1,1,0,1;0,0,0,0,0,1,0,1,1,1;1,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;1,0,1,0,0,0,1,0,0,0;0,1,0,0,0,1,0,1,0,0;0,1,1,0,0,0,1,0,0,0;0,0,1,0,0,0,0,0,0,1;0,1,1,0,0,0,0,0,1,0"
5831,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,0,0,0,1,0,0,0,1,1;0,0,1,0,0,1,0,0,0,0;0,1,0,1,0,1,0,0,1,1;0,0,1,0,1,0,1,0,0,0;1,0,0,1,0,1,0,1,0,0;0,1,1,0,1,0,0,1,1,0;0,0,0,1,0,0,0,0,1,1;0,0,0,0,1,1,0,0,0,0;1,0,1,0,0,1,1,0,0,1;1,0,1,0,0,0,1,0,1,0"
5832,1,10,4,4,2,2,1,1,0,0,1,1,1,"0,1,1,0,0,0,0,0,0,0;1,0,0,1,0,0,1,0,0,1;1,0,0,0,0,0,0,1,0,0;0,1,0,0,1,1,0,1,1,0;0,0,0,1,0,0,1,0,1,0;0,0,0,1,0,0,1,0,0,0;0,1,0,0,1,1,0,0,1,0;0,0,1,1,0,0,0,0,0,1;0,0,0,1,1,0,1,0,0,0;0,1,0,0,0,0,0,1,0,0"
5833,1,10,2,7,3,4,2,2,1,1,1,1,1,"0,0,0,0,1,0,1,0,1,0;0,0,0,0,0,0,1,0,1,0;0,0,0,0,1,1,1,1,0,0;0,0,0,0,0,0,0,0,0,0;1,0,1,0,0,0,0,0,1,0;0,0,1,0,0,0,1,1,0,1;1,1,1,0,0,1,0,0,0,0;0,0,1,0,0,1,0,0,1,0;1,1,0,0,1,0,0,1,0,0;0,0,0,0,0,1,0,0,0,0"
5834,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,1,0,0,0,0,0,0,1,0;1,0,0,0,0,0,0,1,1,0;0,0,0,0,0,0,1,0,0,1;0,0,0,0,1,1,0,1,0,0;0,0,0,1,0,0,0,1,0,0;0,0,0,1,0,0,0,0,0,1;0,0,1,0,0,0,0,0,0,0;0,1,0,1,1,0,0,0,0,0;1,1,0,0,0,0,0,0,0,1;0,0,1,0,0,1,0,0,1,0"
5835,16,10,3,11,5,6,2,4,0,0,4,4,4,"0,0,1,0,1,1,1,0,0,0;0,0,1,0,0,1,1,1,0,1;1,1,0,0,0,1,1,1,0,0;0,0,0,0,1,1,0,0,1,0;1,0,0,1,0,0,0,0,1,1;1,1,1,1,0,0,0,1,0,0;1,1,1,0,0,0,0,0,1,1;0,1,1,0,0,1,0,0,0,1;0,0,0,1,1,0,1,0,0,1;0,1,0,0,1,0,1,1,1,0"
5836,-0.1,10,5,5,1,4,4,0,0,0,0,0,0,"0,0,0,0,0,0,1,0,1,1;0,0,1,1,0,0,1,0,0,1;0,1,0,0,0,0,0,1,0,0;0,1,0,0,1,0,0,0,0,0;0,0,0,1,0,1,0,1,0,1;0,0,0,0,1,0,0,1,0,1;1,1,0,0,0,0,0,0,0,0;0,0,1,0,1,1,0,0,0,1;1,0,0,0,0,0,0,0,0,0;1,1,0,0,1,1,0,1,0,0"
5837,-0.1,10,5,3,1,2,2,0,0,0,0,0,0,"0,0,0,0,0,1,0,0,0,0;0,0,1,0,0,1,0,0,0,0;0,1,0,1,1,1,0,0,1,0;0,0,1,0,1,0,1,0,0,0;0,0,1,1,0,0,0,0,0,0;1,1,1,0,0,0,0,0,1,0;0,0,0,1,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,1,0,0,1,0,0,0,1;0,0,0,0,0,0,0,0,1,0"
5838,1,10,2,6,3,3,1,2,1,1,1,1,1,"0,0,0,1,0,1,0,0,1,0;0,0,1,0,1,0,1,0,0,0;0,1,0,0,0,0,0,0,1,0;1,0,0,0,0,1,0,0,0,0;0,1,0,0,0,0,1,0,1,0;1,0,0,1,0,0,1,0,0,0;0,1,0,0,1,1,0,0,0,1;0,0,0,0,0,0,0,0,0,0;1,0,1,0,1,0,0,0,0,0;0,0,0,0,0,0,1,0,0,0"
5839,-0.1,10,5,3,1,2,2,0,0,0,0,0,0,"0,0,0,0,0,0,0,0,0,0;0,0,1,0,0,0,0,1,1,1;0,1,0,0,0,0,1,0,0,0;0,0,0,0,0,1,0,1,0,0;0,0,0,0,0,0,1,1,1,0;0,0,0,1,0,0,1,0,0,0;0,0,1,0,1,1,0,1,0,0;0,1,0,1,1,0,1,0,0,0;0,1,0,0,1,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0"
5840,-0.1,10,5,5,1,4,4,0,0,0,0,0,0,"0,0,0,0,0,0,0,0,1,1;0,0,0,0,0,0,1,0,0,0;0,0,0,0,0,0,0,1,0,0;0,0,0,0,1,1,1,0,0,0;0,0,0,1,0,1,0,0,0,1;0,0,0,1,1,0,0,0,0,0;0,1,0,1,0,0,0,0,1,0;0,0,1,0,0,0,0,0,1,1;1,0,0,0,0,0,1,1,0,0;1,0,0,0,1,0,0,1,0,0"
5841,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,1,0,1,0,0,0;0,0,1,0,1,0,1,1,0,1;0,1,0,1,0,1,1,0,0,1;0,0,1,0,0,1,0,0,1,1;1,1,0,0,0,0,0,0,0,1;0,0,1,1,0,0,0,0,0,0;1,1,1,0,0,0,0,0,0,1;0,1,0,0,0,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0;0,1,1,1,1,0,1,0,0,0"
5842,1,10,1,8,3,5,3,2,1,1,1,1,1,"0,0,1,0,0,0,1,0,0,0;0,0,0,0,0,0,0,0,0,0;1,0,0,0,1,0,0,1,0,1;0,0,0,0,0,0,0,1,1,0;0,0,1,0,0,0,0,0,1,0;0,0,0,0,0,0,1,0,1,0;1,0,0,0,0,1,0,0,1,1;0,0,1,1,0,0,0,0,0,0;0,0,0,1,1,1,1,0,0,0;0,0,1,0,0,0,1,0,0,0"
5843,-0.1,10,6,2,1,1,1,0,0,0,0,0,0,"0,0,0,0,1,0,0,0,0,0;0,0,0,0,1,0,1,0,0,0;0,0,0,0,1,0,0,1,0,0;0,0,0,0,1,1,0,0,0,0;1,1,1,1,0,1,1,0,1,0;0,0,0,1,1,0,0,0,1,0;0,1,0,0,1,0,0,0,0,0;0,0,1,0,0,0,0,0,0,0;0,0,0,0,1,1,0,0,0,0;0,0,0,0,0,0,0,0,0,0"
5844,1,10,1,7,3,4,2,2,1,1,1,1,1,"0,1,0,0,0,0,0,0,1,1;1,0,0,0,0,0,1,0,1,0;0,0,0,1,0,0,0,1,1,0;0,0,1,0,0,0,0,0,0,1;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,1,1,0;0,1,0,0,0,0,0,0,0,1;0,0,1,0,0,1,0,0,0,0;1,1,1,0,0,1,0,0,0,0;1,0,0,1,0,0,1,0,0,0"
5845,-0.1,10,6,2,1,1,1,0,0,0,0,0,0,"0,0,0,1,0,0,1,0,0,1;0,0,0,0,0,0,0,0,0,1;0,0,0,0,1,0,0,0,0,0;1,0,0,0,0,1,0,0,0,1;0,0,1,0,0,1,0,0,0,1;0,0,0,1,1,0,0,0,0,0;1,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,1;1,1,0,1,1,0,0,0,1,0"
5846,1,10,3,7,3,4,2,2,1,1,1,1,1,"0,1,1,0,0,0,0,1,0,0;1,0,0,0,0,0,0,1,1,1;1,0,0,0,0,0,0,1,0,0;0,0,0,0,1,0,0,0,1,0;0,0,0,1,0,0,0,0,0,1;0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,0;1,1,1,0,0,1,0,0,0,0;0,1,0,1,0,0,0,0,0,1;0,1,0,0,1,0,0,0,1,0"
5847,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,0,0,0,1,1,0,0,1,1;0,0,0,0,1,1,0,1,0,0;0,0,0,0,0,0,1,0,1,0;0,0,0,0,1,1,0,1,0,0;1,1,0,1,0,0,1,1,0,0;1,1,0,1,0,0,0,1,0,0;0,0,1,0,1,0,0,1,0,1;0,1,0,1,1,1,1,0,1,1;1,0,1,0,0,0,0,1,0,0;1,0,0,0,0,0,1,1,0,0"
5848,9,10,4,8,4,4,1,3,0,0,3,3,3,"0,0,1,1,1,1,0,1,1,0;0,0,1,0,1,1,0,0,0,1;1,1,0,1,1,0,0,1,0,1;1,0,1,0,1,0,0,0,0,1;1,1,1,1,0,0,0,1,0,0;1,1,0,0,0,0,0,1,1,0;0,0,0,0,0,0,0,0,1,0;1,0,1,0,1,1,0,0,1,0;1,0,0,0,0,1,1,1,0,1;0,1,1,1,0,0,0,0,1,0"
5849,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,0,1,0,1,0,0,0,0,0;0,0,1,1,0,1,1,1,0,0;1,1,0,0,1,1,1,0,1,0;0,1,0,0,0,0,0,1,0,0;1,0,1,0,0,0,1,0,1,0;0,1,1,0,0,0,0,0,0,0;0,1,1,0,1,0,0,1,1,1;0,1,0,1,0,0,1,0,1,1;0,0,1,0,1,0,1,1,0,0;0,0,0,0,0,0,1,1,0,0"
5850,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,1,0,0,0,1,0,1,0,0;1,0,1,1,0,0,0,1,0,0;0,1,0,0,1,0,1,0,1,0;0,1,0,0,0,1,0,0,1,0;0,0,1,0,0,0,0,0,1,1;1,0,0,1,0,0,0,1,0,0;0,0,1,0,0,0,0,0,0,1;1,1,0,0,0,1,0,0,1,1;0,0,1,1,1,0,0,1,0,0;0,0,0,0,1,0,1,1,0,0"
5851,-0.1,10,5,2,1,1,1,0,0,0,0,0,0,"0,0,0,1,0,0,0,1,0,0;0,0,0,0,0,0,0,1,0,1;0,0,0,0,1,1,0,0,0,0;1,0,0,0,0,1,0,0,0,1;0,0,1,0,0,0,1,0,0,1;0,0,1,1,0,0,0,0,0,0;0,0,0,0,1,0,0,0,0,1;1,1,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,1;0,1,0,1,1,0,1,0,1,0"
5852,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,1,0,0,0,1,1,0,0,0;1,0,1,1,1,1,1,1,1,0;0,1,0,1,0,1,1,0,1,0;0,1,1,0,1,0,0,0,1,0;0,1,0,1,0,0,0,0,0,1;1,1,1,0,0,0,0,0,0,0;1,1,1,0,0,0,0,0,1,0;0,1,0,0,0,0,0,0,1,1;0,1,1,1,0,0,1,1,0,0;0,0,0,0,1,0,0,1,0,0"
